claim_ref,policy_no,loss_date,report_date,status,peril_code,region,paid_gbp,outstanding_gbp,incurred_gbp
BRD-2025M12-000243,POL-6941364,2025-10-28,2025-12-16,Closed,WS,South,1664.14,0.00,1664.14
BRD-2025M12-000244,POL-1470896,2025-10-19,2025-10-31,Open,TPPD,Midlands,709.27,783.44,1492.71
BRD-2025M12-000245,POL-9988855,2025-12-11,2025-12-31,Reopened,TPPD,North,235.38,3002.26,3237.64
BRD-2025M12-000246,POL-8533030,2025-01-03,2025-01-27,Open,AD,North,109.25,330.77,440.02
BRD-2025M12-000247,POL-6111246,2025-09-11,2025-09-16,Closed,AD,North,170.74,0.00,170.74
BRD-2025M12-000248,POL-5059423,2025-07-08,2025-07-15,Open,TPBI,Midlands,564.75,3391.39,3956.14
BRD-2025M12-000249,POL-9769609,2025-07-07,2025-07-19,Closed,TPPD,South,1016.79,0.00,1016.79
BRD-2025M12-000250,POL-5561415,2025-04-11,2025-04-23,Closed,AD,South,869.84,0.00,869.84
BRD-2025M12-000251,POL-4816792,2025-10-25,2025-10-31,Closed,TH,London,1695.51,0.00,1695.51
BRD-2025M12-000252,POL-1945933,2025-05-16,2025-06-11,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
BRD-2025M12-000253,POL-2798958,2025-04-05,2025-04-16,Closed,TPPD,Midlands,925.16,0.00,925.16
BRD-2025M12-000254,POL-7261918,2025-01-29,2025-02-13,Closed,FI,Midlands,2270.63,0.00,2270.63
BRD-2025M12-000255,POL-6844561,2025-05-19,2025-05-20,Closed,TPPD,North,1631.81,0.00,1631.81
BRD-2025M12-000256,POL-5672141,2025-10-13,2025-11-05,Closed,AD,Midlands,560.80,0.00,560.80
BRD-2025M12-000257,POL-8249353,2025-02-01,2025-02-20,Closed,TPPD,North,519.66,0.00,519.66
BRD-2025M12-000258,POL-1800462,2025-08-16,2025-08-19,Closed,TH,South,3243.72,0.00,3243.72
BRD-2025M12-000259,POL-8540044,2025-10-09,2025-11-12,Open,TPPD,North,614.04,2279.96,2894.00
BRD-2025M12-000260,POL-6613259,2025-12-21,2025-12-24,ClosedWithoutPayment,AD,Midlands,0.00,0.00,0.00
BRD-2025M12-000261,POL-7830417,2025-06-24,2025-07-11,Closed,AD,London,3804.34,0.00,3804.34
BRD-2025M12-000262,POL-6646106,2025-02-13,2025-02-13,Closed,AD,London,4605.42,0.00,4605.42
BRD-2025M12-000263,POL-6518250,2025-09-10,2025-09-11,Closed,TH,North,790.61,0.00,790.61
BRD-2025M12-000264,POL-8693037,2025-07-30,2025-08-09,Open,TH,Midlands,181.27,3815.62,3996.89
BRD-2025M12-000265,POL-4817116,2025-07-28,2025-08-11,ClosedWithoutPayment,TPBI,South,-584.75,0.00,-584.75
BRD-2025M12-000266,POL-6145115,2025-09-04,2025-09-11,Closed,TPPD,Midlands,1162.18,0.00,1162.18
BRD-2025M12-000267,POL-6902899,2025-10-09,2025-10-28,Open,AD,London,11.11,271.19,282.30
BRD-2025M12-000268,POL-7650054,2025-09-22,2025-10-09,Closed,TPPD,London,1365.49,0.00,1365.49
BRD-2025M12-000269,POL-1498908,2025-11-15,2025-11-16,Closed,TPBI,North,1988.42,0.00,1988.42
BRD-2025M12-000270,POL-3110704,2025-08-27,2025-08-29,Open,TH,North,82.69,109.32,192.01
BRD-2025M12-000271,POL-1060409,2025-09-30,2025-10-17,Closed,AD,Midlands,4330.23,0.00,4330.23
BRD-2025M12-000272,POL-9501109,2025-01-20,2025-01-21,Closed,TPPD,London,-208.40,0.00,-208.40
BRD-2025M12-000273,POL-5129834,2025-08-12,2025-08-15,Reopened,TPBI,London,208.25,269.03,477.28
BRD-2025M12-000274,POL-6672510,2025-11-12,2025-11-22,Closed,WS,South,257.23,0.00,257.23
BRD-2025M12-000275,POL-7379715,2024-07-16,2024-07-23,ClosedWithoutPayment,TPPD,South,0.00,0.00,0.00
BRD-2025M12-000276,POL-4621505,2025-11-15,2025-12-05,Closed,AD,South,1271.07,0.00,1271.07
BRD-2025M12-000277,POL-4159668,2025-04-22,2025-05-01,Closed,AD,South,-236.70,0.00,-236.70
BRD-2025M12-000278,POL-4405744,2025-02-17,2025-02-22,Closed,TPPD,South,23734.99,0.00,23734.99
BRD-2025M12-000279,POL-7670161,2025-07-08,2025-07-20,Closed,AD,South,1868.52,0.00,1868.52
BRD-2025M12-000280,POL-9355390,2025-07-30,2025-08-25,Closed,AD,Scotland,9128.61,0.00,9128.61
BRD-2025M12-000281,POL-8004702,2024-11-28,2024-11-30,Reopened,WS,Midlands,735.28,1270.18,2005.46
BRD-2025M12-000282,POL-7619451,2025-11-13,2025-11-14,Closed,TPBI,North,2117.96,0.00,2117.96
BRD-2025M12-000283,POL-3295183,2025-09-20,2025-10-01,Closed,WS,South,7831.13,0.00,7831.13
BRD-2025M12-000284,POL-7936313,2024-10-22,2024-10-29,Open,AD,London,2828.56,2743.89,5572.45
BRD-2025M12-000285,POL-9559457,2025-08-27,2025-08-27,Open,AD,London,321.49,250.58,572.07
BRD-2025M12-000286,POL-2853516,2025-11-07,2025-12-05,Closed,AD,South,13121.50,0.00,13121.50
BRD-2025M12-000287,POL-2455909,2025-07-11,2025-08-11,Closed,TPPD,Midlands,13669.42,0.00,13669.42
BRD-2025M12-000288,POL-3491563,2025-11-15,2025-11-15,Closed,AD,London,1478.28,0.00,1478.28
BRD-2025M12-000289,POL-6054605,2025-10-29,2025-10-31,Closed,WS,South,110.86,0.00,110.86
BRD-2025M12-000290,POL-9977317,2025-08-29,2025-09-06,Closed,FI,South,734.56,0.00,734.56
BRD-2025M12-000291,POL-9599721,2024-07-28,2024-08-05,Closed,TPPD,Midlands,7852.96,0.00,7852.96
BRD-2025M12-000292,POL-3325781,2025-10-05,2025-10-08,Reopened,AD,Midlands,107.70,279.27,386.97
BRD-2025M12-000293,POL-4501997,2025-10-17,2025-10-19,Closed,TPBI,North,2392.35,0.00,2392.35
BRD-2025M12-000294,POL-8251071,2025-12-07,2025-12-29,Open,TPPD,South,6016.27,10484.56,16500.83
BRD-2025M12-000295,POL-5550274,2025-12-01,2025-12-28,Closed,AD,London,1732.45,0.00,1732.45
BRD-2025M12-000296,POL-7162357,2025-02-08,2025-02-23,Closed,AD,London,12537.27,0.00,12537.27
BRD-2025M12-000297,POL-2488350,2025-10-16,2025-10-23,ClosedWithoutPayment,TH,Midlands,0.00,0.00,0.00
BRD-2025M12-000298,POL-4011100,2025-03-12,2025-03-22,Open,TH,London,6915.69,4221.88,11137.57
BRD-2025M12-000299,POL-6364607,2025-10-07,2025-10-10,Open,AD,Midlands,46.40,293.81,340.21
BRD-2025M12-000300,POL-7943866,2025-06-14,2025-06-20,Open,AD,Midlands,315.99,693.38,1009.37
BRD-2025M12-000301,POL-5725152,2025-06-18,2025-07-08,Open,TPPD,London,1127.12,1084.30,2211.42
BRD-2025M12-000302,POL-5789838,2025-09-11,2025-09-13,Closed,WS,Scotland,25098.64,0.00,25098.64
BRD-2025M12-000303,POL-8967319,2025-05-21,2025-06-07,Closed,AD,North,288.27,0.00,288.27
BRD-2025M12-000304,POL-6686633,2025-08-20,2025-08-22,Closed,FI,South,5300.04,0.00,5300.04
BRD-2025M12-000305,POL-4944235,2025-10-21,2025-10-22,Closed,AD,Midlands,536.38,0.00,536.38
BRD-2025M12-000306,POL-3450206,2025-08-17,2025-08-18,Closed,AD,London,279.14,0.00,279.14
BRD-2025M12-000307,POL-9609449,2025-01-30,2025-02-12,ClosedWithoutPayment,TPPD,North,0.00,0.00,0.00
BRD-2025M12-000308,POL-5016630,2025-11-08,2025-11-18,Closed,AD,Midlands,1577.04,0.00,1577.04
BRD-2025M12-000309,POL-2518843,2024-10-05,2024-10-05,Closed,TPBI,London,2626.82,0.00,2626.82
BRD-2025M12-000310,POL-8400734,2025-12-05,2025-12-10,Open,AD,South,702.25,1391.79,2094.04
BRD-2025M12-000311,POL-6310881,2025-04-05,2025-05-11,Open,AD,London,1521.25,1423.22,2944.47
BRD-2025M12-000312,POL-6057143,2025-10-01,2025-10-12,Open,AD,South,12.01,639.35,651.36
BRD-2025M12-000313,POL-6588082,2025-07-16,2025-07-21,Open,TPPD,London,63.49,802.25,865.74
BRD-2025M12-000314,POL-8746793,2024-07-25,2024-08-08,ClosedWithoutPayment,TPPD,North,0.00,0.00,0.00
BRD-2025M12-000315,POL-6779802,2025-09-02,2025-09-04,Open,TPBI,London,251.02,943.72,1194.74
BRD-2025M12-000316,POL-2302636,2024-08-15,2024-09-11,Closed,AD,North,2491.32,0.00,2491.32
BRD-2025M12-000317,POL-6110213,2025-12-03,2025-12-09,Closed,AD,South,919.46,0.00,919.46
BRD-2025M12-000318,POL-1379425,2025-08-08,2025-09-06,Closed,WS,London,859.22,0.00,859.22
BRD-2025M12-000319,POL-7314938,2025-12-11,2025-12-13,Closed,WS,North,1125.87,0.00,1125.87
BRD-2025M12-000320,POL-6342874,2025-07-18,2025-07-20,Closed,WS,London,3029.04,0.00,3029.04
BRD-2025M12-000321,POL-8385795,2025-02-16,2025-03-01,Open,TH,London,779.55,343.87,1123.42
BRD-2025M12-000322,POL-6265963,2024-09-28,2024-10-17,Open,AD,Midlands,8353.83,7091.12,15444.95
BRD-2025M12-000323,POL-9679812,2025-07-30,2025-08-15,Open,AD,South,951.71,827.55,1779.26
BRD-2025M12-000324,POL-2489245,2024-11-29,2024-12-03,Closed,AD,South,700.61,0.00,700.61
BRD-2025M12-000325,POL-1347816,2025-02-05,2025-02-09,Open,TPPD,Midlands,-119.13,0.00,-119.13
BRD-2025M12-000326,POL-3112253,2025-12-04,2025-12-11,Open,TPBI,South,111.56,1523.77,1635.33
BRD-2025M12-000327,POL-2482041,2025-12-04,2025-12-27,Closed,AD,London,4517.78,0.00,4517.78
BRD-2025M12-000328,POL-1889053,2024-08-09,2024-08-20,Closed,TH,Midlands,1402.07,0.00,1402.07
BRD-2025M12-000329,POL-4781293,2025-03-10,2025-03-18,Open,TPPD,Midlands,49.97,30.28,80.25
BRD-2025M12-000330,POL-7661697,2025-07-31,2025-08-03,Open,TPPD,Scotland,1565.61,2614.38,4179.99
BRD-2025M12-000331,POL-1402425,2025-08-17,2025-09-11,Closed,WS,London,1972.94,0.00,1972.94
BRD-2025M12-000332,POL-9483167,2025-09-21,2025-09-24,Closed,WS,South,3905.62,0.00,3905.62
BRD-2025M12-000333,POL-8670298,2024-09-28,2024-09-28,Closed,AD,South,361.30,0.00,361.30
BRD-2025M12-000334,POL-6077749,2024-07-31,2024-08-30,Open,TPPD,Scotland,51.69,1213.53,1265.22
BRD-2025M12-000335,POL-3215492,2025-08-06,2025-08-12,Open,TPPD,London,339.75,443.42,783.17
BRD-2025M12-000336,POL-9238112,2024-05-21,2024-06-30,Open,AD,South,62.21,1714.93,1777.14
BRD-2025M12-000337,POL-9159976,2025-06-25,2025-06-27,Open,TPPD,North,292.44,438.62,731.06
BRD-2025M12-000338,POL-3028147,2025-06-08,2025-06-15,Closed,AD,North,3459.82,0.00,3459.82
BRD-2025M12-000339,POL-7450441,2025-04-24,2025-04-25,ClosedWithoutPayment,WS,Scotland,0.00,0.00,0.00
BRD-2025M12-000340,POL-6579351,2025-07-19,2025-07-21,Open,TH,Midlands,321.58,1567.41,1888.99
BRD-2025M12-000341,POL-6681538,2025-08-15,2025-08-17,Closed,WS,Scotland,1301.45,0.00,1301.45
BRD-2025M12-000342,POL-6811867,2025-10-18,2025-10-29,Closed,TPBI,Midlands,484.89,0.00,484.89
BRD-2025M12-000343,POL-5095890,2025-10-25,2025-11-04,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-000344,POL-1779479,2025-04-04,2025-04-11,Open,AD,South,37.56,1706.08,1743.64
BRD-2025M12-000345,POL-7428990,2025-05-23,2025-06-01,Closed,AD,South,3739.72,0.00,3739.72
BRD-2025M12-000346,POL-4545311,2025-04-04,2025-04-07,Closed,AD,Scotland,3977.19,0.00,3977.19
BRD-2025M12-000347,POL-4739935,2025-01-18,2025-02-27,Closed,TH,Midlands,3605.40,0.00,3605.40
BRD-2025M12-000348,POL-3339058,2024-07-22,2024-07-22,Open,AD,South,14.49,654.93,669.42
BRD-2025M12-000349,POL-1888476,2025-01-19,2025-02-13,Closed,WS,South,1049.22,0.00,1049.22
BRD-2025M12-000350,POL-4601379,2025-10-28,2025-10-29,Reopened,AD,London,4165.95,3006.83,7172.78
BRD-2025M12-000351,POL-7302448,2025-06-10,2025-06-22,Open,WS,London,2896.31,5757.38,8653.69
BRD-2025M12-000352,POL-8143065,2025-08-14,2025-08-24,Closed,AD,Scotland,784.33,0.00,784.33
BRD-2025M12-000353,POL-8124224,2025-09-22,2025-09-29,Closed,AD,South,2663.00,0.00,2663.00
BRD-2025M12-000354,POL-2020076,2025-11-01,2025-11-08,Closed,TH,Midlands,627.15,0.00,627.15
BRD-2025M12-000355,POL-6994518,2025-02-14,2025-02-16,Reopened,WS,South,934.70,1964.69,2899.39
BRD-2025M12-000356,POL-1630737,2024-11-11,2024-11-11,Closed,TPPD,London,1543.15,0.00,1543.15
BRD-2025M12-000357,POL-8438582,2025-07-17,2025-07-25,Open,TPPD,London,211.52,429.55,641.07
BRD-2025M12-000358,POL-7504736,2025-11-14,2025-12-15,ClosedWithoutPayment,TPBI,South,0.00,0.00,0.00
BRD-2025M12-000359,POL-8183314,2025-05-12,2025-05-18,Open,TH,South,117.13,183.35,300.48
BRD-2025M12-000360,POL-2857904,2025-10-09,2025-10-22,Closed,TPPD,Midlands,3349.41,0.00,3349.41
BRD-2025M12-000361,POL-7661795,2025-05-03,2025-05-03,Open,TPPD,North,1206.87,2675.10,3881.97
BRD-2025M12-000362,POL-8652650,2025-11-20,2025-12-25,Closed,TPPD,Midlands,1339.36,0.00,1339.36
BRD-2025M12-000363,POL-7398147,2025-12-05,2025-12-24,Open,TPPD,London,281.71,816.93,1098.64
BRD-2025M12-000364,POL-9382576,2025-06-05,2025-06-16,Open,TPPD,North,987.07,1078.40,2065.47
BRD-2025M12-000365,POL-3123886,2024-04-02,2024-05-05,Closed,AD,North,332.32,0.00,332.32
BRD-2025M12-000366,POL-8709240,2025-09-26,2025-09-29,Closed,TH,Midlands,1630.43,0.00,1630.43
BRD-2025M12-000367,POL-8610448,2024-08-31,2024-09-14,Closed,TH,Scotland,4387.53,0.00,4387.53
BRD-2025M12-000368,POL-4854824,2025-04-15,2025-04-16,Closed,TH,London,1772.89,0.00,1772.89
BRD-2025M12-000369,POL-4485465,2024-12-20,2024-12-23,Closed,FI,South,3069.76,0.00,3069.76
BRD-2025M12-000370,POL-8972804,2025-02-24,2025-03-12,Closed,AD,Midlands,5885.58,0.00,5885.58
BRD-2025M12-000371,POL-1554113,2025-03-07,2025-03-27,Reopened,AD,London,584.01,859.50,1443.51
BRD-2025M12-000372,POL-5774183,2025-06-12,2025-06-13,Open,AD,Midlands,1207.06,2905.52,4112.58
BRD-2025M12-000373,POL-1165106,2025-12-08,2025-12-22,Closed,AD,London,3548.92,0.00,3548.92
BRD-2025M12-000374,POL-2972204,2025-12-01,2025-12-17,Closed,FI,London,184.70,0.00,184.70
BRD-2025M12-000375,POL-8690881,2025-10-27,2025-11-04,Closed,WS,Midlands,7207.20,0.00,7207.20
BRD-2025M12-000376,POL-5064000,2025-06-21,2025-07-17,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
BRD-2025M12-000377,POL-4860203,2025-05-05,2025-05-11,Closed,AD,South,5035.40,0.00,5035.40
BRD-2025M12-000378,POL-5191371,2025-06-04,2025-06-19,Closed,TPBI,London,626.02,0.00,626.02
BRD-2025M12-000379,POL-9131939,2025-10-17,2025-10-21,Closed,WS,North,8010.01,0.00,8010.01
BRD-2025M12-000380,POL-1345290,2025-10-03,2025-10-09,Open,TPPD,Scotland,385.75,258.35,644.10
BRD-2025M12-000381,POL-7263518,2024-06-20,2024-07-09,Open,TH,Midlands,154.49,313.30,467.79
BRD-2025M12-000382,POL-6783160,2025-08-31,2025-10-14,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M12-000383,POL-1164962,2025-12-31,2025-12-31,Open,TPPD,South,2952.94,1497.65,4450.59
BRD-2025M12-000384,POL-8047396,2025-01-13,2025-01-13,Closed,AD,Midlands,6369.97,0.00,6369.97
BRD-2025M12-000385,POL-7176776,2025-04-04,2025-04-09,Closed,WS,Scotland,695.66,0.00,695.66
BRD-2025M12-000386,POL-1603743,2025-12-08,2025-12-31,Open,TPPD,Scotland,17.57,1403.18,1420.75
BRD-2025M12-000387,POL-7353794,2025-11-20,2025-11-21,Closed,TH,London,2235.96,0.00,2235.96
BRD-2025M12-000388,POL-4278781,2025-10-06,2025-10-09,Open,TPBI,South,120.82,121.57,242.39
BRD-2025M12-000389,POL-4693657,2025-09-10,2025-09-13,Closed,TPBI,North,752.15,0.00,752.15
BRD-2025M12-000390,POL-5143258,2025-10-25,2025-10-25,Open,TH,North,19.91,32.89,52.80
BRD-2025M12-000391,POL-5267530,2025-04-18,2025-05-20,Reopened,AD,Scotland,1743.69,1235.51,2979.20
BRD-2025M12-000392,POL-8742524,2025-12-22,2025-12-28,Closed,TH,North,1145.58,0.00,1145.58
BRD-2025M12-000393,POL-2380250,2025-08-07,2025-08-13,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M12-000394,POL-8772653,2024-11-01,2024-11-02,Open,TH,South,274.70,210.19,484.89
BRD-2025M12-000395,POL-1153622,2024-12-02,2025-01-28,Open,AD,Midlands,3475.97,2862.91,6338.88
BRD-2025M12-000396,POL-8220770,2025-11-09,2025-11-12,Closed,AD,Midlands,3656.47,0.00,3656.47
BRD-2025M12-000397,POL-9606800,2024-11-24,2024-11-25,Closed,TH,South,2527.92,0.00,2527.92
BRD-2025M12-000398,POL-5742087,2025-01-12,2025-01-26,Open,TH,London,271.03,151.13,422.16
BRD-2025M12-000399,POL-1163173,2025-04-03,2025-04-17,Closed,AD,Scotland,1116.30,0.00,1116.30
BRD-2025M12-000400,POL-1434067,2025-04-12,2025-04-26,Closed,FI,North,548.41,0.00,548.41
BRD-2025M12-000401,POL-1798442,2025-08-25,2025-08-29,Closed,TH,London,311.70,0.00,311.70
BRD-2025M12-000402,POL-9087338,2025-05-09,2025-05-12,Closed,TH,South,4256.38,0.00,4256.38
BRD-2025M12-000403,POL-8630348,2025-05-26,2025-06-11,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M12-000404,POL-6045119,2025-01-17,2025-01-24,Closed,AD,South,376.98,0.00,376.98
BRD-2025M12-000405,POL-2712901,2025-07-12,2025-07-12,Closed,FI,South,2040.90,0.00,2040.90
BRD-2025M12-000406,POL-6796442,2025-05-14,2025-05-15,Closed,AD,London,1942.45,0.00,1942.45
BRD-2025M12-000407,POL-4117245,2024-12-27,2025-01-06,Open,AD,London,39.44,351.69,391.13
BRD-2025M12-000408,POL-4478770,2024-11-05,2024-11-19,Open,AD,Midlands,45.45,391.99,437.44
BRD-2025M12-000409,POL-1013442,2025-08-20,2025-09-03,Closed,TPPD,London,927.93,0.00,927.93
BRD-2025M12-000410,POL-6608275,2025-02-20,2025-02-21,Closed,TPBI,Scotland,339.89,0.00,339.89
BRD-2025M12-000411,POL-4887457,2024-10-13,2024-10-18,Open,TH,London,509.91,902.30,1412.21
BRD-2025M12-000412,POL-1734331,2025-06-10,2025-06-24,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M12-000413,POL-4919528,2025-09-29,2025-10-22,Reopened,AD,Midlands,3102.29,2823.02,5925.31
BRD-2025M12-000414,POL-6552246,2025-03-24,2025-03-30,ClosedWithoutPayment,FI,Midlands,0.00,0.00,0.00
BRD-2025M12-000415,POL-7234471,2024-10-04,2024-10-26,Closed,TH,London,1923.20,0.00,1923.20
BRD-2025M12-000416,POL-3767509,2025-01-13,2025-01-17,Open,TH,London,84.77,205.17,289.94
BRD-2025M12-000417,POL-7349147,2025-05-11,2025-05-30,Open,TPPD,Scotland,1611.18,4717.63,6328.81
BRD-2025M12-000418,POL-1710064,2024-11-27,2024-11-27,Closed,AD,London,342.48,0.00,342.48
BRD-2025M12-000419,POL-9329391,2025-09-11,2025-09-23,Closed,TPPD,London,10830.80,0.00,10830.80
BRD-2025M12-000420,POL-4442210,2025-12-24,2025-12-26,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M12-000421,POL-3407853,2025-10-31,2025-11-14,Closed,TPBI,North,853.75,0.00,853.75
BRD-2025M12-000422,POL-3105136,2025-09-19,2025-09-20,Closed,TPPD,Scotland,1994.60,0.00,1994.60
BRD-2025M12-000423,POL-8554519,2025-06-01,2025-06-06,Reopened,AD,Midlands,1367.68,1264.68,2632.36
BRD-2025M12-000424,POL-8972850,2025-10-24,2025-10-24,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M12-000425,POL-9595215,2025-11-09,2025-11-27,Reopened,TH,Midlands,1666.08,11408.83,13074.91
BRD-2025M12-000426,POL-5408593,2025-12-09,2025-12-31,Open,AD,Midlands,83.51,402.56,486.07
BRD-2025M12-000427,POL-8205550,2025-10-14,2025-10-15,Open,TPPD,Midlands,144.50,242.90,387.40
BRD-2025M12-000428,POL-2081463,2025-05-13,2025-05-15,Closed,TPBI,Midlands,753.12,0.00,753.12
BRD-2025M12-000429,POL-4469007,2025-09-17,2025-09-23,Closed,TPPD,South,1689.19,0.00,1689.19
BRD-2025M12-000430,POL-9114783,2025-09-01,2025-09-22,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-000431,POL-3999428,2025-04-14,2025-04-17,Open,TH,South,1932.14,871.59,2803.73
BRD-2025M12-000432,POL-9239835,2025-08-02,2025-08-06,Closed,AD,South,7940.87,0.00,7940.87
BRD-2025M12-000433,POL-9058999,2024-12-28,2025-02-14,Open,TPPD,Scotland,131.56,170.05,301.61
BRD-2025M12-000434,POL-8720213,2025-11-08,2025-11-23,ClosedWithoutPayment,TPBI,London,0.00,0.00,0.00
BRD-2025M12-000435,POL-6605611,2025-12-31,2025-12-31,Open,WS,Midlands,253.61,852.98,1106.59
BRD-2025M12-000436,POL-7719457,2025-09-23,2025-10-05,Open,AD,North,1237.74,877.66,2115.40
BRD-2025M12-000437,POL-2810416,2024-05-23,2024-06-12,Open,TPPD,London,236.33,3275.93,3512.26
BRD-2025M12-000438,POL-7996032,2025-12-25,2025-12-31,Closed,AD,Midlands,1149.86,0.00,1149.86
BRD-2025M12-000439,POL-8964832,2025-08-29,2025-09-01,Closed,TH,Midlands,716.25,0.00,716.25
BRD-2025M12-000440,POL-7132667,2025-04-11,2025-04-26,Closed,TPBI,London,3159.39,0.00,3159.39
BRD-2025M12-000441,POL-5022508,2025-07-20,2025-07-23,Open,TPPD,Midlands,133.30,880.66,1013.96
BRD-2025M12-000442,POL-9071938,2025-02-24,2025-03-03,Closed,AD,London,438.12,0.00,438.12
BRD-2025M12-000443,POL-3736656,2025-08-25,2025-09-11,Closed,AD,London,6990.67,0.00,6990.67
BRD-2025M12-000444,POL-4413689,2025-10-16,2025-10-22,Closed,TPPD,South,5720.64,0.00,5720.64
BRD-2025M12-000445,POL-3987211,2025-11-26,2025-12-08,Closed,AD,South,1267.76,0.00,1267.76
BRD-2025M12-000446,POL-6221620,2025-10-30,2025-11-28,Reopened,TPBI,Midlands,460.56,328.09,788.65
BRD-2025M12-000447,POL-9870650,2025-06-18,2025-07-17,Closed,AD,London,543.80,0.00,543.80
BRD-2025M12-000448,POL-5906313,2024-07-18,2024-07-31,Open,TPPD,Scotland,21.53,275.65,297.18
BRD-2025M12-000449,POL-2417680,2025-10-16,2025-10-23,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M12-000450,POL-9076784,2025-08-30,2025-09-02,Open,WS,Midlands,425.71,276.06,701.77
BRD-2025M12-000451,POL-5854206,2025-02-01,2025-02-07,Closed,TPPD,South,825.94,0.00,825.94
BRD-2025M12-000452,POL-4867761,2024-12-16,2024-12-21,Open,TPPD,North,1612.07,4372.46,5984.53
BRD-2025M12-000453,POL-9606582,2025-06-04,2025-06-07,Open,TPPD,North,380.99,348.10,729.09
BRD-2025M12-000454,POL-7686220,2025-08-05,2025-08-25,Closed,TPPD,North,246.83,0.00,246.83
BRD-2025M12-000455,POL-7737752,2025-07-31,2025-08-11,Open,AD,Scotland,853.64,369.82,1223.46
BRD-2025M12-000456,POL-5987321,2025-12-02,2025-12-15,Open,TPPD,South,127.65,857.29,984.94
BRD-2025M12-000457,POL-8305719,2025-06-15,2025-06-19,Closed,AD,South,538.60,0.00,538.60
BRD-2025M12-000458,POL-1042943,2025-12-22,2025-12-25,Open,AD,South,290.41,944.02,1234.43
BRD-2025M12-000459,POL-1331937,2025-06-08,2025-06-08,Closed,AD,London,1247.81,0.00,1247.81
BRD-2025M12-000460,POL-3056261,2025-08-29,2025-10-05,Closed,AD,South,1234.60,0.00,1234.60
BRD-2025M12-000461,POL-1532628,2025-04-26,2025-05-06,Closed,TPPD,London,7343.44,0.00,7343.44
BRD-2025M12-000462,POL-9433180,2025-08-05,2025-08-30,Open,AD,Scotland,774.77,401.11,1175.88
BRD-2025M12-000463,POL-5541960,2025-09-02,2025-10-01,Open,AD,London,4.09,464.91,469.00
BRD-2025M12-000464,POL-2596150,2025-08-30,2025-09-16,Open,AD,London,185.67,970.86,1156.53
BRD-2025M12-000465,POL-1429012,2024-11-22,2024-11-24,Open,TPPD,Midlands,865.26,2783.27,3648.53
BRD-2025M12-000466,POL-3669460,2025-07-17,2025-08-19,Open,WS,Midlands,485.11,1757.39,2242.50
BRD-2025M12-000467,POL-4015728,2025-11-13,2025-12-06,Open,FI,South,2649.84,2586.94,5236.78
BRD-2025M12-000468,POL-7909226,2025-07-08,2025-07-13,Closed,TH,South,1313.14,0.00,1313.14
BRD-2025M12-000469,POL-2532518,2025-07-04,2025-07-23,Closed,WS,London,2054.19,0.00,2054.19
BRD-2025M12-000470,POL-5776657,2025-05-30,2025-07-10,ClosedWithoutPayment,TH,London,0.00,0.00,0.00
BRD-2025M12-000471,POL-7793307,2025-11-06,2025-11-12,Closed,AD,South,20583.62,0.00,20583.62
BRD-2025M12-000472,POL-3428727,2025-10-23,2025-11-12,Closed,TPPD,South,12196.15,0.00,12196.15
BRD-2025M12-000473,POL-2465633,2025-11-03,2025-11-03,Reopened,AD,Midlands,1011.69,1605.14,2616.83
BRD-2025M12-000474,POL-8219887,2025-08-18,2025-10-25,Open,AD,South,1175.17,670.75,1845.92
BRD-2025M12-000475,POL-6754985,2025-12-22,2025-12-22,Closed,TPBI,Scotland,2436.67,0.00,2436.67
BRD-2025M12-000476,POL-5040297,2025-07-24,2025-07-27,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M12-000477,POL-8191673,2025-08-29,2025-09-04,Closed,TPPD,London,310.81,0.00,310.81
BRD-2025M12-000478,POL-3239768,2025-11-21,2025-11-26,Closed,AD,Midlands,4019.08,0.00,4019.08
BRD-2025M12-000479,POL-5612811,2025-01-22,2025-02-07,ClosedWithoutPayment,TPPD,Midlands,0.00,0.00,0.00
BRD-2025M12-000480,POL-2967195,2025-09-19,2025-09-22,Closed,AD,Midlands,5489.87,0.00,5489.87
BRD-2025M12-000481,POL-1451749,2025-08-02,2025-08-04,Open,AD,South,434.12,1146.58,1580.70
BRD-2025M12-000482,POL-6818128,2025-08-18,2025-08-19,Closed,TPBI,South,2282.46,0.00,2282.46
BRD-2025M12-000483,POL-2023793,2025-11-30,2025-12-11,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
